"GeneID"	"Cluster"
"733"	"CBLN4"	"cluster2"
"734"	"EPHX4"	"cluster2"
"735"	"RAB15"	"cluster2"
"736"	"ENC1"	"cluster2"
"737"	"C11orf87"	"cluster2"
"738"	"DNM1"	"cluster2"
"739"	"SYT7"	"cluster2"
"740"	"BEGAIN"	"cluster2"
"741"	"RPRML"	"cluster2"
"742"	"TGFBR3L"	"cluster2"
"743"	"GPR12"	"cluster2"
"744"	"ICAM5"	"cluster2"
"745"	"NPTX1"	"cluster2"
"746"	"NGEF"	"cluster2"
"747"	"KCNH3"	"cluster2"
"748"	"KCNJ4"	"cluster2"
"749"	"EMX1"	"cluster2"
"750"	"SLC30A3"	"cluster2"
"751"	"NCS1"	"cluster2"
"752"	"PITPNM3"	"cluster2"
"753"	"KCNAB2"	"cluster2"
"754"	"NCDN"	"cluster2"
"755"	"DMTN"	"cluster2"
"756"	"CAMKK1"	"cluster2"
"757"	"EPHB6"	"cluster2"
"758"	"ABCG4"	"cluster2"
"759"	"GPR83"	"cluster2"
"760"	"NRIP3"	"cluster2"
"761"	"NEFH"	"cluster2"
"762"	"CLEC2L"	"cluster2"
"763"	"SLC32A1"	"cluster2"
"764"	"GAD2"	"cluster2"
"765"	"PCP4L1"	"cluster2"
"766"	"PTPN5"	"cluster2"
"767"	"HPCA"	"cluster2"
"768"	"DOC2A"	"cluster2"
"769"	"SYT5"	"cluster2"
"770"	"LHX6"	"cluster2"
"771"	"RGS4"	"cluster2"
"772"	"C1orf115"	"cluster2"
"773"	"KCNS2"	"cluster2"
"774"	"C1QL3"	"cluster2"
"775"	"KCNV1"	"cluster2"
"776"	"SULT4A1"	"cluster2"
"777"	"GABRA1"	"cluster2"
"778"	"VSNL1"	"cluster2"
"779"	"CREG2"	"cluster2"
"780"	"PACSIN1"	"cluster2"
"781"	"SLC6A17"	"cluster2"
"782"	"SYN2"	"cluster2"
"783"	"PHF24"	"cluster2"
"784"	"TBR1"	"cluster2"
"785"	"CAMK1G"	"cluster2"
"786"	"GPR22"	"cluster2"
"787"	"CCKBR"	"cluster2"
"788"	"SH2D5"	"cluster2"
"789"	"STX1A"	"cluster2"
"790"	"VSTM2L"	"cluster2"
"791"	"GNG3"	"cluster2"
"792"	"CCK"	"cluster2"
"793"	"CALY"	"cluster2"
"794"	"SLC17A7"	"cluster2"
"795"	"NEFL"	"cluster2"
"796"	"NEUROD2"	"cluster2"
"797"	"NRGN"	"cluster2"
"798"	"RBP4"	"cluster2"
"799"	"GDA"	"cluster2"
"800"	"GABRA5"	"cluster2"
"801"	"PTER"	"cluster2"
"802"	"VIP"	"cluster2"
"803"	"SYNPR"	"cluster2"
"804"	"CYP4X1"	"cluster2"
"805"	"MPPED1"	"cluster2"
"806"	"SLC6A7"	"cluster2"
"807"	"HIPK4"	"cluster2"
"808"	"CACNG3"	"cluster2"
"809"	"MAL2"	"cluster2"
"810"	"SV2B"	"cluster2"
"811"	"SYT1"	"cluster2"
"812"	"MAP7D2"	"cluster2"
"813"	"HTR5A"	"cluster2"
"814"	"SSTR3"	"cluster2"
"815"	"CPNE7"	"cluster2"
"816"	"DRD5"	"cluster2"
"817"	"NEUROD6"	"cluster2"
"818"	"PRKCG"	"cluster2"
"819"	"SYTL2"	"cluster2"
"820"	"DKK3"	"cluster2"
"821"	"ELMOD1"	"cluster2"
"822"	"HTR7"	"cluster2"
"823"	"RNF128"	"cluster2"
"824"	"SYTL5"	"cluster2"
"825"	"AHNAK2"	"cluster2"
"826"	"NIPAL2"	"cluster2"
"827"	"PTGES3L.AARSD1"	"cluster2"
"828"	"ANKRD34B"	"cluster2"
"829"	"PCP4"	"cluster2"
"830"	"SCGB3A1"	"cluster2"
"831"	"MMP24OS"	"cluster2"
"832"	"NUDT18"	"cluster2"
"833"	"SLC30A2"	"cluster2"
"834"	"NOS1"	"cluster2"
"835"	"CREB3L3"	"cluster2"
"836"	"P2RX5"	"cluster2"
"837"	"TLL2"	"cluster2"
"838"	"VAX1"	"cluster2"
"839"	"PTPRU"	"cluster2"
"840"	"RAD51AP2"	"cluster2"
"841"	"NELL1"	"cluster2"
"842"	"COL26A1"	"cluster2"
"843"	"GRM4"	"cluster2"
"844"	"GALNTL6"	"cluster2"
"845"	"CHRM2"	"cluster2"
"846"	"TCERG1L"	"cluster2"
"847"	"PLPP7"	"cluster2"
"848"	"TRNP1"	"cluster2"
"849"	"DLK2"	"cluster2"
"850"	"MMP17"	"cluster2"
"851"	"ADAM23"	"cluster2"
"852"	"CDH13"	"cluster2"
"853"	"HTR4"	"cluster2"
"854"	"MYPN"	"cluster2"
"855"	"TSPEAR"	"cluster2"
"856"	"P2RX2"	"cluster2"
"857"	"BDNF"	"cluster2"
"858"	"SYNGR4"	"cluster2"
"859"	"ETS2"	"cluster2"
"860"	"FBXL2"	"cluster2"
"861"	"TBC1D30"	"cluster2"
"862"	"SPRYD7"	"cluster2"
"863"	"LYSMD2"	"cluster2"
"864"	"SNRPN"	"cluster2"
"865"	"WSB2"	"cluster2"
"866"	"C1orf216"	"cluster2"
"867"	"FABP3"	"cluster2"
"868"	"ATP6V1B2"	"cluster2"
"869"	"MAP2K1"	"cluster2"
"870"	"NPTN"	"cluster2"
"871"	"IDS"	"cluster2"
"872"	"CALM1"	"cluster2"
"873"	"PPP3R1"	"cluster2"
"874"	"ATP6V1D"	"cluster2"
"875"	"BEND6"	"cluster2"
"876"	"TDRD5"	"cluster2"
"877"	"CALB1"	"cluster2"
"878"	"IQSEC2"	"cluster2"
"879"	"KLHL3"	"cluster2"
"880"	"ENPP5"	"cluster2"
"881"	"PLCXD3"	"cluster2"
"882"	"TMTC1"	"cluster2"
"883"	"SPATA19"	"cluster2"
"884"	"PLA2G4E"	"cluster2"
"885"	"PKP3"	"cluster2"
"886"	"EVPL"	"cluster2"
"887"	"LY6D"	"cluster2"
"888"	"C9orf16"	"cluster2"
"889"	"CNIH2"	"cluster2"
"890"	"CTXN1"	"cluster2"
"891"	"ACTA1"	"cluster2"
"892"	"TMEM191C"	"cluster2"
"893"	"C19orf81"	"cluster2"
"894"	"LIN7B"	"cluster2"
"895"	"MYPOP"	"cluster2"
"896"	"ABCB9"	"cluster2"
"897"	"ARHGAP20"	"cluster2"
"898"	"KLHL29"	"cluster2"
"899"	"BTBD6"	"cluster2"
"900"	"ADCYAP1"	"cluster2"
"901"	"TUBB2A"	"cluster2"
"902"	"FKBP1B"	"cluster2"
"903"	"PLD3"	"cluster2"
"904"	"POU3F1"	"cluster2"
"905"	"ASPHD2"	"cluster2"
"906"	"ST8SIA5"	"cluster2"
"907"	"B4GALNT3"	"cluster2"
"908"	"NTSR1"	"cluster2"
"909"	"FRG2B"	"cluster2"
"910"	"PAPOLB"	"cluster2"
"911"	"LYPD6B"	"cluster2"
"912"	"NPPC"	"cluster2"
"913"	"KIAA1217"	"cluster2"
"914"	"IL1RAPL2"	"cluster2"
"915"	"PPEF1"	"cluster2"
"916"	"HAS1"	"cluster2"
"917"	"LINGO2"	"cluster2"
"918"	"CCNO"	"cluster2"
"919"	"NPAS1"	"cluster2"
"920"	"NRN1"	"cluster2"
"921"	"STAC2"	"cluster2"
"922"	"MAPK13"	"cluster2"
"923"	"CHAC1"	"cluster2"
"924"	"RGS14"	"cluster2"
"925"	"SYNPO"	"cluster2"
"926"	"ACOT4"	"cluster2"
"927"	"RHEBL1"	"cluster2"
"928"	"TMEM52"	"cluster2"
"929"	"FAM241B"	"cluster2"
"930"	"MAP1LC3A"	"cluster2"
"931"	"ABCA5"	"cluster2"
"932"	"STPG1"	"cluster2"
"933"	"TESC"	"cluster2"
"934"	"RPP25"	"cluster2"
"935"	"TNFSF9"	"cluster2"
"936"	"PKD2L1"	"cluster2"
"937"	"SH2D1B"	"cluster2"
"938"	"SLCO4C1"	"cluster2"
"939"	"THEMIS"	"cluster2"
"940"	"CIDEA"	"cluster2"
"941"	"HS3ST4"	"cluster2"
"942"	"PEG3"	"cluster2"
"943"	"PNMA8C"	"cluster2"
"944"	"LAMP5"	"cluster2"
"945"	"LRRC3B"	"cluster2"
"946"	"ZDBF2"	"cluster2"
"947"	"LMO3"	"cluster2"
"948"	"RIPOR2"	"cluster2"
"949"	"ZFP92"	"cluster2"
"950"	"RASGRP1"	"cluster2"
"951"	"PCDH9"	"cluster2"
"952"	"PRNP"	"cluster2"
"953"	"SIRPA"	"cluster2"
"954"	"NAV3"	"cluster2"
"955"	"ANK2"	"cluster2"
"956"	"ARHGAP26"	"cluster2"
"957"	"PPARGC1A"	"cluster2"
"958"	"HSPA4L"	"cluster2"
"959"	"SLC4A8"	"cluster2"
"960"	"CCDC184"	"cluster2"
"961"	"PCDH8"	"cluster2"
"962"	"ADRB1"	"cluster2"
"963"	"CAMK2B"	"cluster2"
"964"	"OGDHL"	"cluster2"
"965"	"IQSEC1"	"cluster2"
"966"	"KCNC4"	"cluster2"
"967"	"SLC6A11"	"cluster2"
"968"	"CLDN10"	"cluster2"
"969"	"PRODH"	"cluster2"
"970"	"DIO2"	"cluster2"
"971"	"MGLL"	"cluster2"
"972"	"PCDHGA12"	"cluster2"
"973"	"PITPNM1"	"cluster2"
"974"	"HK1"	"cluster2"
"975"	"RAB11FIP5"	"cluster2"
"976"	"SLC2A6"	"cluster2"
"977"	"SEMA4F"	"cluster2"
"978"	"ACTR3B"	"cluster2"
"979"	"LRRC73"	"cluster2"
"980"	"ADGRB2"	"cluster2"
"981"	"DIRAS1"	"cluster2"
"982"	"PIP5K1C"	"cluster2"
"983"	"FAM131A"	"cluster2"
"984"	"BSCL2"	"cluster2"
"985"	"RELL2"	"cluster2"
"986"	"RUSC1"	"cluster2"
"987"	"CRELD1"	"cluster2"
"988"	"ZFYVE28"	"cluster2"
"989"	"PPIP5K1"	"cluster2"
"990"	"CCDC92"	"cluster2"
"991"	"MEF2D"	"cluster2"
"992"	"ZBTB7A"	"cluster2"
"993"	"HTR1F"	"cluster2"
"994"	"HSPH1"	"cluster2"
"995"	"HOMER1"	"cluster2"
"996"	"SLC25A12"	"cluster2"
"997"	"GNB5"	"cluster2"
"998"	"SV2A"	"cluster2"
"999"	"PCNX2"	"cluster2"
"1000"	"PPARGC1B"	"cluster2"
"1001"	"PRKACB"	"cluster2"
"1002"	"SGTB"	"cluster2"
"1003"	"SLC9B2"	"cluster2"
"1004"	"NAPG"	"cluster2"
"1005"	"OXR1"	"cluster2"
"1006"	"STAU2"	"cluster2"
"1007"	"ITFG1"	"cluster2"
"1008"	"EFR3A"	"cluster2"
"1009"	"PJA2"	"cluster2"
"1010"	"INPP4A"	"cluster2"
"1011"	"SLC8A1"	"cluster2"
"1012"	"FAM234B"	"cluster2"
"1013"	"AP3M2"	"cluster2"
"1014"	"PNMA2"	"cluster2"
"1015"	"MIGA1"	"cluster2"
"1016"	"TLN2"	"cluster2"
"1017"	"DOCK9"	"cluster2"
"1018"	"MBNL2"	"cluster2"
"1019"	"SH3BP5"	"cluster2"
"1020"	"AGTPBP1"	"cluster2"
"1021"	"LPGAT1"	"cluster2"
"1022"	"CORO7"	"cluster1"
"1023"	"CORO7.PAM16"	"cluster1"
"1024"	"NKX2.8"	"cluster1"
"1025"	"AFMID"	"cluster1"
"1026"	"INF2"	"cluster1"
"1027"	"AGPAT4"	"cluster1"
"1028"	"KCNH8"	"cluster1"
"1029"	"PRCD"	"cluster1"
"1030"	"STMN4"	"cluster1"
"1031"	"HCN2"	"cluster1"
"1032"	"AATK"	"cluster1"
"1033"	"TUBB4A"	"cluster1"
"1034"	"SFTPC"	"cluster1"
"1035"	"CMTM5"	"cluster1"
"1036"	"FA2H"	"cluster1"
"1037"	"UGT8"	"cluster1"
"1038"	"CAPN9"	"cluster1"
"1039"	"FAM107A"	"cluster1"
"1040"	"PAQR8"	"cluster1"
"1041"	"SLCO1A2"	"cluster1"
"1042"	"HDAC11"	"cluster1"
"1043"	"PLEKHB1"	"cluster1"
"1044"	"TMEM229A"	"cluster1"
"1045"	"SYT9"	"cluster1"
"1046"	"ADARB2"	"cluster1"
"1047"	"PDE11A"	"cluster1"
"1048"	"PLA2G4C"	"cluster1"
"1049"	"KCNMB4"	"cluster1"
"1050"	"BIN1"	"cluster1"
"1051"	"PTGDS"	"cluster1"
"1052"	"KANK4"	"cluster1"
"1053"	"DOCK5"	"cluster1"
"1054"	"MYO1D"	"cluster1"
"1055"	"FAM131C"	"cluster1"
"1056"	"HAPLN2"	"cluster1"
"1057"	"TMEM88B"	"cluster1"
"1058"	"CDK18"	"cluster1"
"1059"	"CD22"	"cluster1"
"1060"	"ZFP57"	"cluster1"
"1061"	"NIPAL4"	"cluster1"
"1062"	"GJC2"	"cluster1"
"1063"	"DBNDD2"	"cluster1"
"1064"	"GJB1"	"cluster1"
"1065"	"TMEM125"	"cluster1"
"1066"	"CARNS1"	"cluster1"
"1067"	"MBP"	"cluster1"
"1068"	"MOBP"	"cluster1"
"1069"	"HOXD1"	"cluster1"
"1070"	"SGK2"	"cluster1"
"1071"	"MAP6D1"	"cluster1"
"1072"	"ABCA2"	"cluster1"
"1073"	"MAP7"	"cluster1"
"1074"	"CNTNAP4"	"cluster1"
"1075"	"LDB3"	"cluster1"
"1076"	"KIF19"	"cluster1"
"1077"	"COL4A5"	"cluster1"
"1078"	"TRPV3"	"cluster1"
"1079"	"PCDHGA3"	"cluster1"
"1080"	"ZNF804B"	"cluster1"
"1081"	"CDH7"	"cluster1"
"1082"	"SORCS1"	"cluster1"
"1083"	"KCND3"	"cluster1"
"1084"	"PTPRK"	"cluster1"
"1085"	"CLSTN2"	"cluster1"
"1086"	"FAM135B"	"cluster1"
"1087"	"CNTN3"	"cluster1"
"1088"	"DPP10"	"cluster1"
"1089"	"GABBR2"	"cluster1"
"1090"	"PCDH11X"	"cluster1"
"1091"	"TOX2"	"cluster1"
"1092"	"VWC2"	"cluster1"
"1093"	"SDCBP2"	"cluster1"
"1094"	"BNIP3"	"cluster1"
"1095"	"EFNA3"	"cluster1"
"1096"	"ARHGAP23"	"cluster1"
"1097"	"FAM102A"	"cluster1"
"1098"	"KAZN"	"cluster1"
"1099"	"DIXDC1"	"cluster1"
"1100"	"TTLL11"	"cluster1"
"1101"	"DUSP7"	"cluster1"
"1102"	"MFSD6"	"cluster1"
"1103"	"NIPA1"	"cluster1"
"1104"	"GNAI1"	"cluster1"
"1105"	"ARFGEF3"	"cluster1"
"1106"	"ADCY5"	"cluster1"
"1107"	"ATP8A1"	"cluster1"
"1108"	"ADD1"	"cluster1"
"1109"	"CDS2"	"cluster1"
"1110"	"MINK1"	"cluster1"
"1111"	"ZBTB4"	"cluster1"
"1112"	"ABR"	"cluster1"
"1113"	"PINK1"	"cluster1"
"1114"	"B4GAT1"	"cluster1"
"1115"	"PDK2"	"cluster1"
"1116"	"TMEM25"	"cluster1"
"1117"	"NCKIPSD"	"cluster1"
"1118"	"HABP4"	"cluster1"
"1119"	"BCL2L2"	"cluster1"
"1120"	"CBX6"	"cluster1"
"1121"	"CX3CL1"	"cluster1"
"1122"	"HHIPL1"	"cluster1"
"1123"	"TECPR2"	"cluster1"
"1124"	"LMTK3"	"cluster1"
"1125"	"SGSM2"	"cluster1"
"1126"	"DYNLL2"	"cluster1"
"1127"	"NAT8L"	"cluster1"
"1128"	"PDXK"	"cluster1"
"1129"	"PRX"	"cluster1"
"1130"	"CYS1"	"cluster1"
"1131"	"AVPI1"	"cluster1"
"1132"	"PLCH2"	"cluster1"
"1133"	"JAKMIP3"	"cluster1"
"1134"	"OTUD7A"	"cluster1"
"1135"	"NRIP2"	"cluster1"
"1136"	"FAAH"	"cluster1"
"1137"	"TMCC2"	"cluster1"
"1138"	"LDOC1"	"cluster1"
"1139"	"TCEAL5"	"cluster1"
"1140"	"FBXO31"	"cluster1"
"1141"	"ATP6V0C"	"cluster1"
"1142"	"GDI1"	"cluster1"
"1143"	"ATG9A"	"cluster1"
"1144"	"USP20"	"cluster1"
"1145"	"PORCN"	"cluster1"
"1146"	"SLC25A42"	"cluster1"
"1147"	"ZER1"	"cluster1"
"1148"	"REEP2"	"cluster1"
"1149"	"FN3K"	"cluster1"
"1150"	"RNF208"	"cluster1"
"1151"	"THEM6"	"cluster1"
"1152"	"TM7SF2"	"cluster1"
"1153"	"DNAJB2"	"cluster1"
"1154"	"MAPK8IP1"	"cluster1"
"1155"	"MPP2"	"cluster1"
"1156"	"PCYT2"	"cluster1"
"1157"	"SIRT3"	"cluster1"
"1158"	"TUBG2"	"cluster1"
"1159"	"MYH1"	"cluster1"
"1160"	"OCM2"	"cluster1"
"1161"	"PNLIP"	"cluster1"
"1162"	"TGFBR3"	"cluster1"
"1163"	"C2orf88"	"cluster1"
"1164"	"EXPH5"	"cluster1"
"1165"	"B3GAT2"	"cluster1"
"1166"	"SIDT1"	"cluster1"
"1167"	"CSGALNACT1"	"cluster1"
"1168"	"DEPTOR"	"cluster1"
"1169"	"SORD"	"cluster1"
"1170"	"ACSM5"	"cluster1"
"1171"	"SYTL4"	"cluster1"
"1172"	"CCDC87"	"cluster1"
"1173"	"C17orf97"	"cluster1"
"1174"	"AK1"	"cluster1"
"1175"	"CCDC113"	"cluster1"
"1176"	"CEP19"	"cluster1"
"1177"	"TMEM232"	"cluster1"
"1178"	"CCDC13"	"cluster1"
"1179"	"DNAH7"	"cluster1"
"1180"	"GPR135"	"cluster1"
"1181"	"KIF27"	"cluster1"
"1182"	"NLRC3"	"cluster1"
"1183"	"C16orf46"	"cluster1"
"1184"	"ZSCAN18"	"cluster1"
"1185"	"VWA5A"	"cluster1"
"1186"	"ABCA1"	"cluster1"
"1187"	"TENM4"	"cluster1"
"1188"	"KCND1"	"cluster1"
"1189"	"PLCD3"	"cluster1"
"1190"	"HNMT"	"cluster1"
"1191"	"SPARC"	"cluster1"
"1192"	"CACNG6"	"cluster1"
"1193"	"NLRP1"	"cluster1"
"1194"	"RASD1"	"cluster1"
"1195"	"ESX1"	"cluster1"
"1196"	"SGCG"	"cluster1"
"1197"	"POU3F4"	"cluster1"
"1198"	"SLITRK3"	"cluster1"
"1199"	"PAPLN"	"cluster1"
"1200"	"LPL"	"cluster1"
"1201"	"MARVELD3"	"cluster1"
"1202"	"DCLK1"	"cluster1"
"1203"	"DNAL1"	"cluster1"
"1204"	"EPM2A"	"cluster1"
"1205"	"EZR"	"cluster1"
"1206"	"NKAIN3"	"cluster1"
"1207"	"IDH2"	"cluster1"
"1208"	"DCLK2"	"cluster1"
"1209"	"PCDH10"	"cluster1"
"1210"	"SNX31"	"cluster1"
"1211"	"IL12A"	"cluster1"
"1212"	"MTHFD2L"	"cluster1"
"1213"	"CD38"	"cluster1"
"1214"	"KCNN3"	"cluster1"
"1215"	"LIX1"	"cluster1"
"1216"	"OGFRL1"	"cluster1"
"1217"	"CCDC160"	"cluster1"
"1218"	"FAM167A"	"cluster1"
"1219"	"SELL"	"cluster1"
"1220"	"SLC25A48"	"cluster1"
"1221"	"SLC22A6"	"cluster1"
"1222"	"CAMK2G"	"cluster1"
"1223"	"GABRG1"	"cluster1"
"1224"	"MGAT4C"	"cluster1"
"1225"	"TTPA"	"cluster1"
"1226"	"ERBB4"	"cluster1"
"1227"	"CNTN1"	"cluster1"
"1228"	"FAM171B"	"cluster1"
"1229"	"ABLIM1"	"cluster1"
"1230"	"WASF3"	"cluster1"
"1231"	"LRP1B"	"cluster1"
"1232"	"CADM2"	"cluster1"
"1233"	"LSAMP"	"cluster1"
"1234"	"PLCB1"	"cluster1"
"1235"	"FRY"	"cluster1"
"1236"	"NALCN"	"cluster1"
"1237"	"CPE"	"cluster1"
"1238"	"SPARCL1"	"cluster1"
"1239"	"CHST15"	"cluster1"
"1240"	"SPOCK2"	"cluster1"
"1241"	"PRICKLE2"	"cluster1"
"1242"	"TIAM1"	"cluster1"
"1243"	"LDLRAD4"	"cluster1"
"1244"	"ZNF483"	"cluster1"
"1245"	"SPTBN1"	"cluster1"
"1246"	"FAM169A"	"cluster1"
"1247"	"GPR75"	"cluster1"
"1248"	"NR3C2"	"cluster1"
"1249"	"SMARCA2"	"cluster1"
"1250"	"IGIP"	"cluster1"
"1251"	"MAP3K5"	"cluster1"
"1252"	"SORL1"	"cluster1"
"1253"	"KIAA1671"	"cluster1"
"1254"	"PPARA"	"cluster1"
"1255"	"GRINA"	"cluster1"
"1256"	"GAS2L1"	"cluster1"
"1257"	"ACBD4"	"cluster1"
"1258"	"REEP6"	"cluster1"
"1259"	"GRIN2C"	"cluster1"
"1260"	"PPP1R1A"	"cluster1"
"1261"	"IL17D"	"cluster1"
"1262"	"THRA"	"cluster1"
"1263"	"ALDOC"	"cluster1"
"1264"	"NDRG2"	"cluster1"
"1265"	"LDHD"	"cluster1"
"1266"	"PPM1K"	"cluster1"
"1267"	"DTX1"	"cluster1"
"1268"	"USP2"	"cluster1"
"1269"	"CRYL1"	"cluster1"
"1270"	"NRL"	"cluster1"
"1271"	"GLUL"	"cluster1"
"1272"	"PPP1R3C"	"cluster1"
"1273"	"ENDOU"	"cluster1"
"1274"	"SLC24A4"	"cluster1"
"1275"	"CYP1A1"	"cluster1"
"1276"	"CALN1"	"cluster1"
"1277"	"NT5C1A"	"cluster1"
"1278"	"RAD21L1"	"cluster1"
"1279"	"DCHS2"	"cluster1"
"1280"	"PHACTR2"	"cluster1"
"1281"	"PRKG1"	"cluster1"
"1282"	"CTXND1"	"cluster1"
"1283"	"ACY3"	"cluster1"
"1284"	"ATP1A2"	"cluster1"
"1285"	"RANBP3L"	"cluster1"
"1286"	"S1PR1"	"cluster1"
"1287"	"DTNA"	"cluster1"
"1288"	"MLC1"	"cluster1"
"1289"	"SLC4A4"	"cluster1"
"1290"	"HEPH"	"cluster1"
"1291"	"NACC2"	"cluster1"
"1292"	"SFXN5"	"cluster1"
"1293"	"WFS1"	"cluster1"
"1294"	"ZNF385A"	"cluster1"
"1295"	"EAF2"	"cluster1"
"1296"	"KLF9"	"cluster1"
"1297"	"NT5DC3"	"cluster1"
"1298"	"PIWIL2"	"cluster1"
"1299"	"RASA4"	"cluster1"
"1300"	"RASA4B"	"cluster1"
"1301"	"ENPP3"	"cluster1"
"1302"	"CYP3A43"	"cluster1"
"1303"	"FBXW12"	"cluster1"
"1304"	"IZUMO4"	"cluster1"
"1305"	"TTLL13P"	"cluster1"
"1306"	"NAPSA"	"cluster1"
"1307"	"NTN5"	"cluster1"
"1308"	"RHPN1"	"cluster1"
"1309"	"CYP3A4"	"cluster1"
"1310"	"UPB1"	"cluster1"
"1311"	"ACTN2"	"cluster1"
"1312"	"CHRD"	"cluster1"
"1313"	"SMARCD3"	"cluster1"
"1314"	"LRFN1"	"cluster1"
"1315"	"TMEM240"	"cluster1"
"1316"	"SLC28A2"	"cluster1"
"1317"	"IGFN1"	"cluster1"
"1318"	"CATSPERZ"	"cluster1"
"1319"	"PLK5"	"cluster1"
"1320"	"GPT"	"cluster1"
"1321"	"TCAP"	"cluster1"
"1322"	"MYH3"	"cluster1"
"1323"	"ASIC3"	"cluster1"
"1324"	"DNASE1L2"	"cluster1"
"1325"	"PDE6C"	"cluster1"
"1326"	"TDRP"	"cluster1"
"1327"	"DQX1"	"cluster1"
"1328"	"MUSTN1"	"cluster1"
"1329"	"C1orf146"	"cluster1"
"1330"	"MST1R"	"cluster1"
"1331"	"NKPD1"	"cluster1"
"1332"	"RNF207"	"cluster1"
"1333"	"STRC"	"cluster1"
"1334"	"CUZD1"	"cluster1"
"1335"	"DDX4"	"cluster1"
"1336"	"GIPR"	"cluster1"
"1337"	"OTUD1"	"cluster1"
"1338"	"TNF"	"cluster1"
"1339"	"CCL4L2"	"cluster1"
"1340"	"CCL3"	"cluster1"
"1341"	"CCL4"	"cluster1"
"1342"	"RET"	"cluster1"
"1343"	"SYPL2"	"cluster1"
"1344"	"ADCY8"	"cluster1"
"1345"	"MKX"	"cluster1"
"1346"	"ADCY2"	"cluster1"
"1347"	"NRG3"	"cluster1"
"1348"	"GP9"	"cluster1"
"1349"	"LYVE1"	"cluster1"
"1350"	"DACT2"	"cluster1"
"1351"	"SNORD32B"	"cluster1"
"1352"	"SH3BP1"	"cluster1"
"1353"	"PDZRN3"	"cluster1"
"1354"	"FREM3"	"cluster1"
"1355"	"FRMD5"	"cluster1"
"1356"	"CHST9"	"cluster1"
"1357"	"RNF39"	"cluster1"
"1358"	"SLC44A5"	"cluster1"
"1359"	"TKTL2"	"cluster1"
"1360"	"ODF3L2"	"cluster1"
"1361"	"BORCS8.MEF2B"	"cluster1"
"1362"	"RNF32"	"cluster1"
"1363"	"CDKN2B"	"cluster1"
"1364"	"GBX2"	"cluster1"
"1365"	"MIIP"	"cluster1"
"1366"	"CHIA"	"cluster1"
"1367"	"PPAN.P2RY11"	"cluster1"
"1368"	"DFFA"	"cluster1"
"1369"	"MEAF6"	"cluster1"
"1370"	"MFN2"	"cluster1"
"1371"	"DNAJB4"	"cluster1"
"1372"	"CREBL2"	"cluster1"
"1373"	"SMAP2"	"cluster1"
"1374"	"DNAJC15"	"cluster1"
"1375"	"SYNDIG1"	"cluster1"
"1376"	"LURAP1"	"cluster1"
"1377"	"SORT1"	"cluster1"
"1378"	"AZIN2"	"cluster1"
"1379"	"DUSP22"	"cluster1"
"1380"	"B3GNT6"	"cluster1"
"1381"	"GIMAP5"	"cluster1"
"1382"	"STARD8"	"cluster1"
"1383"	"FAT4"	"cluster1"
"1384"	"CRIM1"	"cluster1"
"1385"	"RGL1"	"cluster1"
"1386"	"PEX1"	"cluster1"
"1387"	"RBM48"	"cluster1"
"1388"	"GTPBP10"	"cluster1"
"1389"	"ANKIB1"	"cluster1"
"1390"	"KRIT1"	"cluster1"
"1391"	"MAP2K6"	"cluster1"
"1392"	"RHOU"	"cluster1"
"1393"	"CDKN1B"	"cluster1"
"1394"	"STAT5B"	"cluster1"
"1395"	"MBIP"	"cluster1"
"1396"	"ZNF22"	"cluster1"
"1397"	"ZNF34"	"cluster1"
"1398"	"CTBP2"	"cluster1"
"1399"	"ZHX2"	"cluster1"
"1400"	"MAML2"	"cluster1"
"1401"	"TCF12"	"cluster1"
"1402"	"ZFHX4"	"cluster1"
"1403"	"BNIP2"	"cluster1"
"1404"	"NR3C1"	"cluster1"
"1405"	"TEAD1"	"cluster1"
"1406"	"ANTXR1"	"cluster1"
"1407"	"ROCK1"	"cluster1"
"1408"	"AASDH"	"cluster1"
"1409"	"TERF1"	"cluster1"
"1410"	"CEP192"	"cluster1"
"1411"	"NFXL1"	"cluster1"
"1412"	"IFT140"	"cluster1"
"1413"	"KIF7"	"cluster1"
"1414"	"SDR39U1"	"cluster1"
"1415"	"FLYWCH1"	"cluster1"
"1416"	"MGRN1"	"cluster1"
"1417"	"MYBBP1A"	"cluster1"
"1418"	"MORC2"	"cluster1"
"1419"	"PNN"	"cluster1"
"1420"	"RIPOR1"	"cluster1"
"1421"	"CHD3"	"cluster1"
"1422"	"PPP1R9B"	"cluster1"
"1423"	"WNK3"	"cluster1"
"1424"	"KIAA0586"	"cluster1"
"1425"	"SYNE2"	"cluster1"
"1426"	"BRD8"	"cluster1"
"1427"	"SNRNP48"	"cluster1"
"1428"	"KDM3A"	"cluster1"
"1429"	"NFYA"	"cluster1"
"1430"	"MDC1"	"cluster1"
"1431"	"MED12"	"cluster1"
"1432"	"ARHGAP19"	"cluster1"
"1433"	"CDK5RAP2"	"cluster1"
"1434"	"TAF5"	"cluster1"
"1435"	"ALDH18A1"	"cluster1"
"1436"	"CHST3"	"cluster1"
"1437"	"ARMCX1"	"cluster1"
"1438"	"KDM4D"	"cluster1"
"1439"	"METAP1D"	"cluster1"
"1440"	"RPAIN"	"cluster1"
"1441"	"CMTR1"	"cluster1"
"1442"	"TRIM9"	"cluster1"
"1443"	"ILDR2"	"cluster1"
"1444"	"MAMLD1"	"cluster1"
