seqnames	start	end	width	strand	cpgIsland	IwtAP2R4a	IwtAP6c	IWTAPB	IAP89	IAP89B	IAPA	log2FoldChange	pvalue	padj	DynamicallyDetected	status	pval2	annot.symbol	annot.type
chr7	30421632	30422426	795	*	chr7_30421632_30422426	0	0	0	19.9625864355467	2.93568521567094	5.55462238685117	5.2029523337407	0.00859524532780881	0.128014817842061		DMRs-up	2.06574172304987	Nfkbid	mm10_genes_promoters
chr7	30421632	30422426	795	*	chr7_30421632_30422426	0	0	0	19.9625864355467	2.93568521567094	5.55462238685117	5.2029523337407	0.00859524532780881	0.128014817842061		DMRs-up	2.06574172304987	Nfkbid	mm10_genes_1to5kb
chr7	30421632	30422426	795	*	chr7_30421632_30422426	0	0	0	19.9625864355467	2.93568521567094	5.55462238685117	5.2029523337407	0.00859524532780881	0.128014817842061		DMRs-up	2.06574172304987	Hcst	mm10_genes_1to5kb
chr7	30421632	30422426	795	*	chr7_30421632_30422426	0	0	0	19.9625864355467	2.93568521567094	5.55462238685117	5.2029523337407	0.00859524532780881	0.128014817842061		DMRs-up	2.06574172304987	Nfkbid	mm10_genes_introns
chr8	105471364	105471606	243	*	chr8_105471364_105471606	0	1.14902377191648	0	23.2896841748044	3.42496608494943	9.59434775910656	4.59299189570216	0.00855554725152885	0.128014817842061		DMRs-up	2.0677522057935	Tppp3	mm10_genes_1to5kb
chr8	105471364	105471606	243	*	chr8_105471364_105471606	0	1.14902377191648	0	23.2896841748044	3.42496608494943	9.59434775910656	4.59299189570216	0.00855554725152885	0.128014817842061		DMRs-up	2.0677522057935	Tppp3	mm10_genes_5UTRs
chr8	105471364	105471606	243	*	chr8_105471364_105471606	0	1.14902377191648	0	23.2896841748044	3.42496608494943	9.59434775910656	4.59299189570216	0.00855554725152885	0.128014817842061		DMRs-up	2.0677522057935	Tppp3	mm10_genes_exons
chr8	105471364	105471606	243	*	chr8_105471364_105471606	0	1.14902377191648	0	23.2896841748044	3.42496608494943	9.59434775910656	4.59299189570216	0.00855554725152885	0.128014817842061		DMRs-up	2.0677522057935	Tppp3	mm10_genes_intronexonboundaries
chr9	55026216	55026662	447	*	chr9_55026216_55026662	0	0	0	17.7445212760415	2.44640434639245	7.57448507297887	5.17015606528429	0.00865048568594259	0.128014817842061		DMRs-up	2.06295950816486	NA	mm10_genes_1to5kb
chr9	55026216	55026662	447	*	chr9_55026216_55026662	0	0	0	17.7445212760415	2.44640434639245	7.57448507297887	5.17015606528429	0.00865048568594259	0.128014817842061		DMRs-up	2.06295950816486	Chrna3	mm10_genes_5UTRs
chr9	55026216	55026662	447	*	chr9_55026216_55026662	0	0	0	17.7445212760415	2.44640434639245	7.57448507297887	5.17015606528429	0.00865048568594259	0.128014817842061		DMRs-up	2.06295950816486	Chrna3	mm10_genes_exons
chr9	55026216	55026662	447	*	chr9_55026216_55026662	0	0	0	17.7445212760415	2.44640434639245	7.57448507297887	5.17015606528429	0.00865048568594259	0.128014817842061		DMRs-up	2.06295950816486	Chrna3	mm10_genes_intronexonboundaries
chr12	108352800	108353060	261	*	chr12_108352800_108353060	0	0	2.73479013778227	6.65419547851555	18.5926730325826	18.1787641751493	3.99368195649964	0.00865464102637356	0.128014817842061		DMRs-up	2.06275094090219	Cyp46a1	mm10_genes_intronexonboundaries
chr16	33684328	33684938	611	*	chr16_33684328_33684938	26.8738458710015	0	12.3065556200202	0	0	0	-6.76701506324397	0.0086233781081875	0.128014817842061		DMRs-down	2.06432257102574	Heg1	mm10_genes_promoters
chr16	33684328	33684938	611	*	chr16_33684328_33684938	26.8738458710015	0	12.3065556200202	0	0	0	-6.76701506324397	0.0086233781081875	0.128014817842061		DMRs-down	2.06432257102574	Heg1	mm10_genes_5UTRs
chr16	33684328	33684938	611	*	chr16_33684328_33684938	26.8738458710015	0	12.3065556200202	0	0	0	-6.76701506324397	0.0086233781081875	0.128014817842061		DMRs-down	2.06432257102574	Heg1	mm10_genes_exons
chr1	36269231	36269697	467	*	chr1_36269231_36269697	1.67961536693759	9.19219017533181	1.36739506889113	39.9251728710933	16.1462686861902	26.2582149196601	2.68532729824015	0.00903700214727747	0.128211352847111	Yes	DMRs-up	2.04397561452682	Neurl3	mm10_genes_exons
chr1	36269231	36269697	467	*	chr1_36269231_36269697	1.67961536693759	9.19219017533181	1.36739506889113	39.9251728710933	16.1462686861902	26.2582149196601	2.68532729824015	0.00903700214727747	0.128211352847111	Yes	DMRs-up	2.04397561452682	Neurl3	mm10_genes_intronexonboundaries
chr2	10374001	10374236	236	*	chr2_10374001_10374236	3.35923073387518	3.44707131574943	0	17.7445212760415	16.6355495554687	13.634073131362	2.8168837593742	0.00905893922654058	0.128211352847111		DMRs-up	2.04292265387192	NA	mm10_genes_promoters
chr2	10374001	10374236	236	*	chr2_10374001_10374236	3.35923073387518	3.44707131574943	0	17.7445212760415	16.6355495554687	13.634073131362	2.8168837593742	0.00905893922654058	0.128211352847111		DMRs-up	2.04292265387192	Sfmbt2	mm10_genes_introns
chr2	10374001	10374236	236	*	chr2_10374001_10374236	3.35923073387518	3.44707131574943	0	17.7445212760415	16.6355495554687	13.634073131362	2.8168837593742	0.00905893922654058	0.128211352847111		DMRs-up	2.04292265387192	NA	mm10_genes_introns
chr2	10374001	10374236	236	*	chr2_10374001_10374236	3.35923073387518	3.44707131574943	0	17.7445212760415	16.6355495554687	13.634073131362	2.8168837593742	0.00905893922654058	0.128211352847111		DMRs-up	2.04292265387192	NA	mm10_genes_intronexonboundaries
chr3	67463663	67464017	355	*	chr3_67463663_67464017	0	0	0	1.10903257975259	16.6355495554687	14.1390388028939	5.39727938537372	0.00912927329266279	0.128211352847111		DMRs-up	2.03956379174802	Lxn	mm10_genes_promoters
chr3	67463663	67464017	355	*	chr3_67463663_67464017	0	0	0	1.10903257975259	16.6355495554687	14.1390388028939	5.39727938537372	0.00912927329266279	0.128211352847111		DMRs-up	2.03956379174802	Lxn	mm10_genes_1to5kb
chr3	67463663	67464017	355	*	chr3_67463663_67464017	0	0	0	1.10903257975259	16.6355495554687	14.1390388028939	5.39727938537372	0.00912927329266279	0.128211352847111		DMRs-up	2.03956379174802	Lxn	mm10_genes_5UTRs
chr3	67463663	67464017	355	*	chr3_67463663_67464017	0	0	0	1.10903257975259	16.6355495554687	14.1390388028939	5.39727938537372	0.00912927329266279	0.128211352847111		DMRs-up	2.03956379174802	Lxn	mm10_genes_exons
chr3	67463663	67464017	355	*	chr3_67463663_67464017	0	0	0	1.10903257975259	16.6355495554687	14.1390388028939	5.39727938537372	0.00912927329266279	0.128211352847111		DMRs-up	2.03956379174802	Gfm1	mm10_genes_introns
chr3	67463663	67464017	355	*	chr3_67463663_67464017	0	0	0	1.10903257975259	16.6355495554687	14.1390388028939	5.39727938537372	0.00912927329266279	0.128211352847111		DMRs-up	2.03956379174802	Lxn	mm10_genes_intronexonboundaries
chr4	155770102	155770791	690	*	chr4_155770102_155770791	0	0	2.73479013778227	12.1993583772785	9.78561738556981	17.1688328320854	3.83479072966422	0.00911581402201011	0.128211352847111		DMRs-up	2.04020454374163	NA	mm10_genes_exons
chr4	155770102	155770791	690	*	chr4_155770102_155770791	0	0	2.73479013778227	12.1993583772785	9.78561738556981	17.1688328320854	3.83479072966422	0.00911581402201011	0.128211352847111		DMRs-up	2.04020454374163	Vwa1	mm10_genes_exons
chr4	155770102	155770791	690	*	chr4_155770102_155770791	0	0	2.73479013778227	12.1993583772785	9.78561738556981	17.1688328320854	3.83479072966422	0.00911581402201011	0.128211352847111		DMRs-up	2.04020454374163	NA	mm10_genes_introns
chr4	155770102	155770791	690	*	chr4_155770102_155770791	0	0	2.73479013778227	12.1993583772785	9.78561738556981	17.1688328320854	3.83479072966422	0.00911581402201011	0.128211352847111		DMRs-up	2.04020454374163	Vwa1	mm10_genes_intronexonboundaries
chr4	155770102	155770791	690	*	chr4_155770102_155770791	0	0	2.73479013778227	12.1993583772785	9.78561738556981	17.1688328320854	3.83479072966422	0.00911581402201011	0.128211352847111		DMRs-up	2.04020454374163	Vwa1	mm10_genes_3UTRs
chr5	24482373	24482638	266	*	chr5_24482373_24482638	3.35923073387518	0	0	22.1806515950518	3.91424695422793	34.3376656641709	4.32135879698738	0.00895940688428664	0.128211352847111		DMRs-up	2.04772073982531	Agap3	mm10_genes_exons
chr5	24482373	24482638	266	*	chr5_24482373_24482638	3.35923073387518	0	0	22.1806515950518	3.91424695422793	34.3376656641709	4.32135879698738	0.00895940688428664	0.128211352847111		DMRs-up	2.04772073982531	Agap3	mm10_genes_introns
chr5	24482373	24482638	266	*	chr5_24482373_24482638	3.35923073387518	0	0	22.1806515950518	3.91424695422793	34.3376656641709	4.32135879698738	0.00895940688428664	0.128211352847111		DMRs-up	2.04772073982531	Agap3	mm10_genes_3UTRs
chr6	82091889	82092091	203	*	chr6_82091889_82092091	0	3.44707131574943	0	8.87226063802074	13.6998643397977	29.7929746203835	3.79771051306628	0.00897208094403206	0.128211352847111		DMRs-up	2.04710681696737	Eva1a	mm10_genes_exons
chr7	45795012	45795317	306	*	chr7_45795012_45795317	1.67961536693759	6.89414263149885	9.57176548223794	39.9251728710933	30.8246947645449	18.1787641751493	2.25578547872134	0.00887323327185731	0.128211352847111		DMRs-up	2.05191810099557	Lmtk3	mm10_genes_exons
chr7	63896922	63897193	272	*	chr7_63896922_63897193	1.67961536693759	0	5.46958027556454	11.0903257975259	23.4854817253676	27.7731119342558	3.15669104994096	0.00884813107995236	0.128211352847111		DMRs-up	2.05314845216977	NA	mm10_genes_promoters
chr7	63896922	63897193	272	*	chr7_63896922_63897193	1.67961536693759	0	5.46958027556454	11.0903257975259	23.4854817253676	27.7731119342558	3.15669104994096	0.00884813107995236	0.128211352847111		DMRs-up	2.05314845216977	NA	mm10_genes_introns
chr7	63896922	63897193	272	*	chr7_63896922_63897193	1.67961536693759	0	5.46958027556454	11.0903257975259	23.4854817253676	27.7731119342558	3.15669104994096	0.00884813107995236	0.128211352847111		DMRs-up	2.05314845216977	Klf13	mm10_genes_introns
chr7	79715429	79715900	472	*	chr7_79715429_79715900	0	0	0	17.7445212760415	1.46784260783547	11.1092447737023	5.30214559796333	0.00899121551732159	0.128211352847111		DMRs-up	2.04618159227333	Kif7	mm10_genes_promoters
chr7	79715429	79715900	472	*	chr7_79715429_79715900	0	0	0	17.7445212760415	1.46784260783547	11.1092447737023	5.30214559796333	0.00899121551732159	0.128211352847111		DMRs-up	2.04618159227333	Kif7	mm10_genes_1to5kb
chr7	79715429	79715900	472	*	chr7_79715429_79715900	0	0	0	17.7445212760415	1.46784260783547	11.1092447737023	5.30214559796333	0.00899121551732159	0.128211352847111		DMRs-up	2.04618159227333	Kif7	mm10_genes_introns
chr7	79715429	79715900	472	*	chr7_79715429_79715900	0	0	0	17.7445212760415	1.46784260783547	11.1092447737023	5.30214559796333	0.00899121551732159	0.128211352847111		DMRs-up	2.04618159227333	Kif7	mm10_genes_intronexonboundaries
chr7	99468221	99469101	881	*	chr7_99468221_99469101	8.39807683468795	4.5960950876659	4.10218520667341	14.4174235367837	35.2282225880513	25.7532492481281	2.1794153441612	0.00877684362777896	0.128211352847111	Yes	DMRs-up	2.05666163916166	Klhl35	mm10_genes_promoters
chr7	99468221	99469101	881	*	chr7_99468221_99469101	8.39807683468795	4.5960950876659	4.10218520667341	14.4174235367837	35.2282225880513	25.7532492481281	2.1794153441612	0.00877684362777896	0.128211352847111	Yes	DMRs-up	2.05666163916166	Klhl35	mm10_genes_1to5kb
chr7	99468221	99469101	881	*	chr7_99468221_99469101	8.39807683468795	4.5960950876659	4.10218520667341	14.4174235367837	35.2282225880513	25.7532492481281	2.1794153441612	0.00877684362777896	0.128211352847111	Yes	DMRs-up	2.05666163916166	Klhl35	mm10_genes_exons
chr7	99468221	99469101	881	*	chr7_99468221_99469101	8.39807683468795	4.5960950876659	4.10218520667341	14.4174235367837	35.2282225880513	25.7532492481281	2.1794153441612	0.00877684362777896	0.128211352847111	Yes	DMRs-up	2.05666163916166	Klhl35	mm10_genes_intronexonboundaries
chr7	102236147	102236390	244	*	chr7_102236147_102236390	122.611921786444	94.219949297151	79.3089139956858	45.4703357698563	45.9924017121781	28.7830432773197	-1.30305374087234	0.00911673913955883	0.128211352847111		DMRs-down	2.04016047164231	Pgap2	mm10_genes_exons
chr7	102236147	102236390	244	*	chr7_102236147_102236390	122.611921786444	94.219949297151	79.3089139956858	45.4703357698563	45.9924017121781	28.7830432773197	-1.30305374087234	0.00911673913955883	0.128211352847111		DMRs-down	2.04016047164231	Pgap2	mm10_genes_introns
chr7	102236147	102236390	244	*	chr7_102236147_102236390	122.611921786444	94.219949297151	79.3089139956858	45.4703357698563	45.9924017121781	28.7830432773197	-1.30305374087234	0.00911673913955883	0.128211352847111		DMRs-down	2.04016047164231	Pgap2	mm10_genes_3UTRs
chr7	128523328	128524433	1106	*	chr7_128523328_128524433	1.67961536693759	2.29804754383295	0	9.98129321777333	10.7641791241268	18.6837298466812	3.29387613201264	0.00898072399918901	0.128211352847111	Yes	DMRs-up	2.04668865039526	Bag3	mm10_genes_promoters
chr7	128523328	128524433	1106	*	chr7_128523328_128524433	1.67961536693759	2.29804754383295	0	9.98129321777333	10.7641791241268	18.6837298466812	3.29387613201264	0.00898072399918901	0.128211352847111	Yes	DMRs-up	2.04668865039526	Bag3	mm10_genes_5UTRs
chr7	128523328	128524433	1106	*	chr7_128523328_128524433	1.67961536693759	2.29804754383295	0	9.98129321777333	10.7641791241268	18.6837298466812	3.29387613201264	0.00898072399918901	0.128211352847111	Yes	DMRs-up	2.04668865039526	Bag3	mm10_genes_exons
chr7	128523328	128524433	1106	*	chr7_128523328_128524433	1.67961536693759	2.29804754383295	0	9.98129321777333	10.7641791241268	18.6837298466812	3.29387613201264	0.00898072399918901	0.128211352847111	Yes	DMRs-up	2.04668865039526	Bag3	mm10_genes_introns
chr8	12430460	12431350	891	*	chr8_12430460_12431350	5.03884610081277	9.19219017533181	2.73479013778227	17.7445212760415	26.4211669410385	32.3178029780432	2.15652746427517	0.00913475022787171	0.128211352847111	Yes	DMRs-up	2.03930332309415	Sox1ot	mm10_genes_exons
chr8	12430460	12431350	891	*	chr8_12430460_12431350	5.03884610081277	9.19219017533181	2.73479013778227	17.7445212760415	26.4211669410385	32.3178029780432	2.15652746427517	0.00913475022787171	0.128211352847111	Yes	DMRs-up	2.03930332309415	Sox1ot	mm10_genes_introns
chr8	92960407	92961414	1008	*	chr8_92960407_92961414	0	0	1.36739506889113	5.54516289876296	10.2748982548483	12.6241417882981	4.27213106419278	0.00897785205165164	0.128211352847111		DMRs-up	2.0468275557266	Slc6a2	mm10_genes_promoters
chr8	92960407	92961414	1008	*	chr8_92960407_92961414	0	0	1.36739506889113	5.54516289876296	10.2748982548483	12.6241417882981	4.27213106419278	0.00897785205165164	0.128211352847111		DMRs-up	2.0468275557266	Slc6a2	mm10_genes_5UTRs
chr8	92960407	92961414	1008	*	chr8_92960407_92961414	0	0	1.36739506889113	5.54516289876296	10.2748982548483	12.6241417882981	4.27213106419278	0.00897785205165164	0.128211352847111		DMRs-up	2.0468275557266	Slc6a2	mm10_genes_exons
chr8	92960407	92961414	1008	*	chr8_92960407_92961414	0	0	1.36739506889113	5.54516289876296	10.2748982548483	12.6241417882981	4.27213106419278	0.00897785205165164	0.128211352847111		DMRs-up	2.0468275557266	Slc6a2	mm10_genes_introns
chr8	92960407	92961414	1008	*	chr8_92960407_92961414	0	0	1.36739506889113	5.54516289876296	10.2748982548483	12.6241417882981	4.27213106419278	0.00897785205165164	0.128211352847111		DMRs-up	2.0468275557266	Slc6a2	mm10_genes_intronexonboundaries
chr9	24780994	24781291	298	*	chr9_24780994_24781291	1.67961536693759	0	0	14.4174235367837	6.36065130062038	8.07945074451079	4.26408801853611	0.00885662686161534	0.128211352847111		DMRs-up	2.05273165218966	NA	mm10_genes_introns
chr9	64060298	64060525	228	*	chr9_64060298_64060525	0	0	0	3.32709773925778	4.40352782350642	20.7035925328089	5.23042770264541	0.00913678268836862	0.128211352847111		DMRs-up	2.03920670433905	NA	mm10_genes_intergenic
chr9	122572205	122572723	519	*	chr9_122572205_122572723	0	0	0	8.87226063802074	2.44640434639245	15.1489701459577	5.11675604712655	0.00893150138970433	0.128211352847111		DMRs-up	2.04907552986217	9530059O14Rik	mm10_genes_promoters
chr9	122572205	122572723	519	*	chr9_122572205_122572723	0	0	0	8.87226063802074	2.44640434639245	15.1489701459577	5.11675604712655	0.00893150138970433	0.128211352847111		DMRs-up	2.04907552986217	9530059O14Rik	mm10_genes_exons
chr11	115265304	115265510	207	*	chr11_115265304_115265510	0	0	0	15.5264561165363	0.978561738556981	17.1688328320854	5.45973839090233	0.00877819926510162	0.128211352847111		DMRs-up	2.05659456489548	Grin2c	mm10_genes_introns
chr11	115265304	115265510	207	*	chr11_115265304_115265510	0	0	0	15.5264561165363	0.978561738556981	17.1688328320854	5.45973839090233	0.00877819926510162	0.128211352847111		DMRs-up	2.05659456489548	Grin2c	mm10_genes_intronexonboundaries
chr15	30646537	30647251	715	*	chr15_30646537_30647251	0	0	4.10218520667341	21.0716190152992	7.33921303917736	32.8227686495751	3.89162000773184	0.00874208980436118	0.128211352847111		DMRs-up	2.0583847364716	Ctnnd2	mm10_genes_exons
chr15	30646537	30647251	715	*	chr15_30646537_30647251	0	0	4.10218520667341	21.0716190152992	7.33921303917736	32.8227686495751	3.89162000773184	0.00874208980436118	0.128211352847111		DMRs-up	2.0583847364716	Ctnnd2	mm10_genes_introns
chr15	30646537	30647251	715	*	chr15_30646537_30647251	0	0	4.10218520667341	21.0716190152992	7.33921303917736	32.8227686495751	3.89162000773184	0.00874208980436118	0.128211352847111		DMRs-up	2.0583847364716	Ctnnd2	mm10_genes_intronexonboundaries
chr16	92498351	92499233	883	*	chr16_92498351_92499233	0	1.14902377191648	1.36739506889113	7.76322805826814	15.6569878169117	10.6042791021704	3.68119855188656	0.008757463935793	0.128211352847111		DMRs-up	2.05762164247939	Clic6	mm10_genes_exons
chr16	92498351	92499233	883	*	chr16_92498351_92499233	0	1.14902377191648	1.36739506889113	7.76322805826814	15.6569878169117	10.6042791021704	3.68119855188656	0.008757463935793	0.128211352847111		DMRs-up	2.05762164247939	Clic6	mm10_genes_introns
chr18	44812023	44812376	354	*	chr18_44812023_44812376	0	0	1.36739506889113	11.0903257975259	6.36065130062038	10.0993134306385	4.20592354509767	0.00915795377479366	0.128211352847111		DMRs-up	2.0382015529248	Mcc	mm10_genes_promoters
chr18	44812023	44812376	354	*	chr18_44812023_44812376	0	0	1.36739506889113	11.0903257975259	6.36065130062038	10.0993134306385	4.20592354509767	0.00915795377479366	0.128211352847111		DMRs-up	2.0382015529248	Mcc	mm10_genes_intronexonboundaries
chr19	6341253	6341571	319	*	chr19_6341253_6341571	1.67961536693759	0	1.36739506889113	16.6354886962889	4.89280869278491	19.1886955182131	3.83316649160867	0.00900060772457849	0.128211352847111		DMRs-up	2.04572816583619	Map4k2	mm10_genes_promoters
chr19	6341253	6341571	319	*	chr19_6341253_6341571	1.67961536693759	0	1.36739506889113	16.6354886962889	4.89280869278491	19.1886955182131	3.83316649160867	0.00900060772457849	0.128211352847111		DMRs-up	2.04572816583619	Map4k2	mm10_genes_1to5kb
chr19	6341253	6341571	319	*	chr19_6341253_6341571	1.67961536693759	0	1.36739506889113	16.6354886962889	4.89280869278491	19.1886955182131	3.83316649160867	0.00900060772457849	0.128211352847111		DMRs-up	2.04572816583619	Map4k2	mm10_genes_exons
chr19	6341253	6341571	319	*	chr19_6341253_6341571	1.67961536693759	0	1.36739506889113	16.6354886962889	4.89280869278491	19.1886955182131	3.83316649160867	0.00900060772457849	0.128211352847111		DMRs-up	2.04572816583619	Map4k2	mm10_genes_intronexonboundaries
chr2	180892784	180894599	1816	*	chr2_180892784_180894599	0	1.14902377191648	0	8.87226063802074	6.84993216989887	11.6142104452343	4.20267330917276	0.00926723699983818	0.129193861516736		DMRs-up	2.03304973021232	Mir124a-3	mm10_genes_promoters
chr2	180892784	180894599	1816	*	chr2_180892784_180894599	0	1.14902377191648	0	8.87226063802074	6.84993216989887	11.6142104452343	4.20267330917276	0.00926723699983818	0.129193861516736		DMRs-up	2.03304973021232	Mir124a-3	mm10_genes_1to5kb
chr2	180892784	180894599	1816	*	chr2_180892784_180894599	0	1.14902377191648	0	8.87226063802074	6.84993216989887	11.6142104452343	4.20267330917276	0.00926723699983818	0.129193861516736		DMRs-up	2.03304973021232	NA	mm10_genes_1to5kb
chr2	180892784	180894599	1816	*	chr2_180892784_180894599	0	1.14902377191648	0	8.87226063802074	6.84993216989887	11.6142104452343	4.20267330917276	0.00926723699983818	0.129193861516736		DMRs-up	2.03304973021232	Mir124a-3	mm10_genes_exons
chr5	135089688	135090050	363	*	chr5_135089688_135090050	0	2.29804754383295	0	14.4174235367837	9.29633651629132	13.12910745983	3.82474135440172	0.00927125508214224	0.129193861516736		DMRs-up	2.0328614699167	Mlxipl	mm10_genes_promoters
chr5	135089688	135090050	363	*	chr5_135089688_135090050	0	2.29804754383295	0	14.4174235367837	9.29633651629132	13.12910745983	3.82474135440172	0.00927125508214224	0.129193861516736		DMRs-up	2.0328614699167	Mlxipl	mm10_genes_exons
chr6	52221352	52221915	564	*	chr6_52221352_52221915	0	1.14902377191648	0	15.5264561165363	4.40352782350642	10.6042791021704	4.34703222261474	0.00938986429371023	0.130543078533438		DMRs-up	2.02734068429605	Hoxa7	mm10_genes_1to5kb
chr6	52221352	52221915	564	*	chr6_52221352_52221915	0	1.14902377191648	0	15.5264561165363	4.40352782350642	10.6042791021704	4.34703222261474	0.00938986429371023	0.130543078533438		DMRs-up	2.02734068429605	Hoxa7	mm10_genes_5UTRs
chr6	52221352	52221915	564	*	chr6_52221352_52221915	0	1.14902377191648	0	15.5264561165363	4.40352782350642	10.6042791021704	4.34703222261474	0.00938986429371023	0.130543078533438		DMRs-up	2.02734068429605	Hoxa7	mm10_genes_exons
chr6	52221352	52221915	564	*	chr6_52221352_52221915	0	1.14902377191648	0	15.5264561165363	4.40352782350642	10.6042791021704	4.34703222261474	0.00938986429371023	0.130543078533438		DMRs-up	2.02734068429605	Hoxa7	mm10_genes_introns
chr6	52221352	52221915	564	*	chr6_52221352_52221915	0	1.14902377191648	0	15.5264561165363	4.40352782350642	10.6042791021704	4.34703222261474	0.00938986429371023	0.130543078533438		DMRs-up	2.02734068429605	Hoxa7	mm10_genes_intronexonboundaries
chr9	121777769	121778530	762	*	chr9_121777769_121778530	0	0	0	1.10903257975259	15.6569878169117	14.6440044744258	5.37579951117141	0.00943784181750865	0.130623913528536		DMRs-up	2.02512730590373	NA	mm10_genes_promoters
chr9	121777769	121778530	762	*	chr9_121777769_121778530	0	0	0	1.10903257975259	15.6569878169117	14.6440044744258	5.37579951117141	0.00943784181750865	0.130623913528536		DMRs-up	2.02512730590373	NA	mm10_genes_exons
chr9	121777769	121778530	762	*	chr9_121777769_121778530	0	0	0	1.10903257975259	15.6569878169117	14.6440044744258	5.37579951117141	0.00943784181750865	0.130623913528536		DMRs-up	2.02512730590373	Klhl40	mm10_genes_exons
chr9	121777769	121778530	762	*	chr9_121777769_121778530	0	0	0	1.10903257975259	15.6569878169117	14.6440044744258	5.37579951117141	0.00943784181750865	0.130623913528536		DMRs-up	2.02512730590373	NA	mm10_genes_intronexonboundaries
chr12	76403462	76406165	2704	*	chr12_76403462_76406165	1.67961536693759	5.74511885958238	1.36739506889113	19.9625864355467	12.7213026012408	22.2184895474047	2.58061189138008	0.00943927813048329	0.130623913528536	Yes	DMRs-up	2.02506121713573	Hspa2	mm10_genes_promoters
chr12	76403462	76406165	2704	*	chr12_76403462_76406165	1.67961536693759	5.74511885958238	1.36739506889113	19.9625864355467	12.7213026012408	22.2184895474047	2.58061189138008	0.00943927813048329	0.130623913528536	Yes	DMRs-up	2.02506121713573	NA	mm10_genes_promoters
chr12	76403462	76406165	2704	*	chr12_76403462_76406165	1.67961536693759	5.74511885958238	1.36739506889113	19.9625864355467	12.7213026012408	22.2184895474047	2.58061189138008	0.00943927813048329	0.130623913528536	Yes	DMRs-up	2.02506121713573	NA	mm10_genes_1to5kb
chr12	76403462	76406165	2704	*	chr12_76403462_76406165	1.67961536693759	5.74511885958238	1.36739506889113	19.9625864355467	12.7213026012408	22.2184895474047	2.58061189138008	0.00943927813048329	0.130623913528536	Yes	DMRs-up	2.02506121713573	Hspa2	mm10_genes_exons
chr12	76403462	76406165	2704	*	chr12_76403462_76406165	1.67961536693759	5.74511885958238	1.36739506889113	19.9625864355467	12.7213026012408	22.2184895474047	2.58061189138008	0.00943927813048329	0.130623913528536	Yes	DMRs-up	2.02506121713573	NA	mm10_genes_exons
chr12	76403462	76406165	2704	*	chr12_76403462_76406165	1.67961536693759	5.74511885958238	1.36739506889113	19.9625864355467	12.7213026012408	22.2184895474047	2.58061189138008	0.00943927813048329	0.130623913528536	Yes	DMRs-up	2.02506121713573	Hspa2	mm10_genes_introns
chr12	76403462	76406165	2704	*	chr12_76403462_76406165	1.67961536693759	5.74511885958238	1.36739506889113	19.9625864355467	12.7213026012408	22.2184895474047	2.58061189138008	0.00943927813048329	0.130623913528536	Yes	DMRs-up	2.02506121713573	Hspa2	mm10_genes_intronexonboundaries
chr12	76403462	76406165	2704	*	chr12_76403462_76406165	1.67961536693759	5.74511885958238	1.36739506889113	19.9625864355467	12.7213026012408	22.2184895474047	2.58061189138008	0.00943927813048329	0.130623913528536	Yes	DMRs-up	2.02506121713573	NA	mm10_genes_intronexonboundaries
chr2	74659014	74659333	320	*	chr2_74659014_74659333	1.67961536693759	0	0	6.65419547851555	7.33921303917736	14.1390388028939	4.2521895955614	0.00948226406576057	0.130752711138644		DMRs-up	2.02308795444779	Evx2	mm10_genes_exons
chr5	92276906	92277156	251	*	chr5_92276906_92277156	131.009998621132	85.0277591218192	83.4110992023592	51.0154986686192	36.6960651958868	37.8724253648943	-1.2587548326652	0.00964604528044825	0.130752711138644		DMRs-down	2.01565070374498	Naaa	mm10_genes_1to5kb
chr5	92276906	92277156	251	*	chr5_92276906_92277156	131.009998621132	85.0277591218192	83.4110992023592	51.0154986686192	36.6960651958868	37.8724253648943	-1.2587548326652	0.00964604528044825	0.130752711138644		DMRs-down	2.01565070374498	Naaa	mm10_genes_exons
chr5	92276906	92277156	251	*	chr5_92276906_92277156	131.009998621132	85.0277591218192	83.4110992023592	51.0154986686192	36.6960651958868	37.8724253648943	-1.2587548326652	0.00964604528044825	0.130752711138644		DMRs-down	2.01565070374498	Naaa	mm10_genes_intronexonboundaries
chr7	117380956	117381558	603	*	chr7_117380956_117381558	0	18.3843803506636	15.0413457578025	0	0	0	-6.54842530302855	0.00965619334382603	0.130752711138644		DMRs-down	2.01519404704118	NA	mm10_genes_promoters
chr7	117380956	117381558	603	*	chr7_117380956_117381558	0	18.3843803506636	15.0413457578025	0	0	0	-6.54842530302855	0.00965619334382603	0.130752711138644		DMRs-down	2.01519404704118	Xylt1	mm10_genes_5UTRs
chr7	117380956	117381558	603	*	chr7_117380956_117381558	0	18.3843803506636	15.0413457578025	0	0	0	-6.54842530302855	0.00965619334382603	0.130752711138644		DMRs-down	2.01519404704118	Xylt1	mm10_genes_exons
chr8	61515757	61515960	204	*	chr8_61515757_61515960	1.67961536693759	6.89414263149885	15.0413457578025	84.286476061197	29.3568521567094	25.7532492481281	2.53688729519338	0.00966679756916207	0.130752711138644		DMRs-up	2.0147173758021	Palld	mm10_genes_intronexonboundaries
chr9	107950850	107951281	432	*	chr9_107950850_107951281	0	1.14902377191648	60.1653830312099	0	0.489280869278491	0	-6.45730997564684	0.00952592331627609	0.130752711138644		DMRs-down	2.02109291888282	Traip	mm10_genes_exons
